Public Opinion,Past Use,Religion,Sex,Age,Education,Race,Income,Party Affiliation,Household Size,State,Eventually Legalized
personal,Yes,Nothing in particular,Male,25,HS,White,"30 to under $40,000",Independent,2,Texas,"Yes, it will"
personal,Yes,Christian (VOL.),Male,24,Associate Degree,White,"40 to under $50,000",Republican,4,Wisconsin,"Yes, it will"
personal,No,Nothing in particular,Male,27,Some College,White,"100 to under $150,000",Republican,1,Oregon,"Yes, it will"
notlegal,Yes,Christian (VOL.),Male,44,HS,White,"75 to under $100,000",Republican,1,Washington,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,41,Four year college,White,"50 to under $75,000",Republican,4,Pennsylvania,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,43,HS,Black or African-American,"Less than $10,000",Democrat,5,Texas,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,48,Less than HS,Hispanic or Latino,"Less than $10,000",Independent,4,Texas,"No, it will not"
personal,Yes,Nothing in particular,Male,21,HS,Black or African-American,"75 to under $100,000",Republican,1,California,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,46,Postgraduate Degree,Black or African-American,"50 to under $75,000",Democrat,2,Pennsylvania,"Yes, it will"
personal,No,Agnostic (not sure if there is a God),Male,21,HS,White,"Less than $10,000",Independent,3,Ohio,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,40,Some College,White,"40 to under $50,000",Independent,2,Arizona,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,43,Postgraduate Degree,Black or African-American,"75 to under $100,000",Democrat,4,California,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,59,Some College,White,"50 to under $75,000",Republican,2,California,"Yes, it will"
medicinal,Yes,Christian (VOL.),Female,35,Some College,White,"$150,000 or more",Independent,5,Minnesota,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,82,Less than HS,Black or African-American,"Less than $10,000",Democrat,2,Georgia,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,28,Postgraduate Degree,White,"20 to under $30,000",Democrat,6,Rhode Island,"Yes, it will"
medicinal,No,Jewish (Judaism),Female,50,Four year college,White,"30 to under $40,000",Independent,2,California,"No, it will not"
notlegal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Male,74,Four year college,White,"50 to under $75,000",Republican,2,Idaho,"No, it will not"
personal,Yes,Nothing in particular,Female,31,Some College,White,"50 to under $75,000",Independent,2,Louisiana,"No, it will not"
personal,No,Christian (VOL.),Male,29,Four year college,White,"100 to under $150,000",Independent,2,Colorado,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,83,HS,White,"20 to under $30,000",Independent,1,New Jersey,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,61,Four year college,White,"$150,000 or more",Independent,4,Colorado,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,55,Less than HS,Black or African-American,"10 to under $20,000",Democrat,1,Pennsylvania,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Female,21,Some College,White,"40 to under $50,000",Democrat,4,New York,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,31,Associate Degree,Asian or Asian-American,"$150,000 or more",Democrat,4,Nevada,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,51,Some College,White,"75 to under $100,000",Independent,1,New York,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,78,Postgraduate Degree,White,"40 to under $50,000",Democrat,2,Ohio,"Yes, it will"
medicinal,No,Christian (VOL.),Female,19,Some College,Black or African-American,"20 to under $30,000",No preference (VOL.),3,North Carolina,"Yes, it will"
medicinal,Yes,Christian (VOL.),Female,62,Some College,Black or African-American,"20 to under $30,000",Republican,7,Georgia,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,45,HS Incomplete,Black or African-American,"Less than $10,000",Democrat,4,South Carolina,"Yes, it will"
personal,Yes,Nothing in particular,Female,50,HS,White,"30 to under $40,000",Democrat,2,Ohio,"Yes, it will"
personal,Yes,Nothing in particular,Male,44,Some College,Black or African-American,"Less than $10,000",Independent,2,South Carolina,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,56,HS,White,"Less than $10,000",Independent,1,New York,"Yes, it will"
personal,Yes,"Orthodox (Greek, Russian, or some other orthodox church)",Male,53,Four year college,White,"75 to under $100,000",Independent,2,New Jersey,"Yes, it will"
personal,No,Nothing in particular,Female,43,Postgraduate Degree,Black or African-American,"100 to under $150,000",Democrat,3,Maryland,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,43,HS Incomplete,Hispanic or Latino,"20 to under $30,000",Independent,5,North Carolina,"Yes, it will"
personal,Yes,Nothing in particular,Female,50,Four year college,White,"75 to under $100,000",Democrat,3,Indiana,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,60,HS,White,"50 to under $75,000",Independent,2,Michigan,"No, it will not"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,19,HS,White,"Less than $10,000",Republican,3,Indiana,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,64,Less than HS,Hispanic or Latino,"30 to under $40,000",Democrat,4,California,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,64,Some College,White,"20 to under $30,000",Republican,3,Florida,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,52,Associate Degree,White,"50 to under $75,000",Republican,2,West Virginia,"Yes, it will"
personal,No,Nothing in particular,Female,20,HS,Asian or Asian-American,"100 to under $150,000",Independent,4,New York,"Yes, it will"
personal,Yes,Muslim (Islam),Male,20,HS,White,"50 to under $75,000",Republican,4,Florida,"Yes, it will"
personal,Yes,Nothing in particular,Female,35,HS,White,"30 to under $40,000",Independent,3,New York,"Yes, it will"
personal,No,Agnostic (not sure if there is a God),Female,22,Some College,White,"10 to under $20,000",Independent,4,Michigan,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,65,Some College,Black or African-American,"10 to under $20,000",Democrat,1,Ohio,"No, it will not"
personal,No,Roman Catholic (Catholic),Female,20,Some College,Asian or Asian-American,"$150,000 or more",Independent,3,Georgia,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,61,Associate Degree,White,"100 to under $150,000",Republican,2,Florida,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,77,HS,White,"30 to under $40,000",Independent,4,Georgia,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,77,Some College,White,"10 to under $20,000",Democrat,5,New Jersey,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,71,Postgraduate Degree,White,"75 to under $100,000",Independent,3,Michigan,"No, it will not"
medicinal,No,Christian (VOL.),Female,30,HS,White,"75 to under $100,000",Republican,4,North Carolina,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,39,Some College,Black or African-American,"50 to under $75,000",Democrat,5,Michigan,"Yes, it will"
personal,Yes,Nothing in particular,Female,26,Associate Degree,White,"Less than $10,000",Independent,1,Indiana,"Yes, it will"
personal,No,Roman Catholic (Catholic),Female,67,Some Postgraduate,White,"50 to under $75,000",Democrat,2,Ohio,"Yes, it will"
medicinal,No,Christian (VOL.),Female,39,Four year college,Black or African-American,"20 to under $30,000",Democrat,1,Georgia,"No, it will not"
medicinal,Yes,Roman Catholic (Catholic),Male,64,Postgraduate Degree,White,"100 to under $150,000",Independent,2,District of Columbia,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,83,HS,White,"20 to under $30,000",Republican,1,New York,"Yes, it will"
medicinal,No,Christian (VOL.),Female,26,Postgraduate Degree,Asian or Asian-American,"10 to under $20,000",Democrat,1,Ohio,"Yes, it will"
personal,Yes,"Orthodox (Greek, Russian, or some other orthodox church)",Male,28,Postgraduate Degree,White,"75 to under $100,000",Independent,1,Michigan,"Yes, it will"
personal,Yes,Christian (VOL.),Male,28,HS,Black or African-American,"50 to under $75,000",Democrat,6,Georgia,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,51,Associate Degree,White,"40 to under $50,000",Independent,1,Michigan,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Female,29,HS Incomplete,Asian or Asian-American,"20 to under $30,000",Independent,3,Florida,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,50,HS,White,"40 to under $50,000",Republican,3,South Carolina,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,30,Associate Degree,White,"50 to under $75,000",Democrat,5,Florida,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,34,Postgraduate Degree,White,"50 to under $75,000",Republican,1,Kentucky,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Female,41,HS Incomplete,Hispanic or Latino,"30 to under $40,000",No preference (VOL.),5,Kentucky,"No, it will not"
medicinal,Yes,Christian (VOL.),Female,46,Some Postgraduate,White,"50 to under $75,000",Independent,6,West Virginia,"Yes, it will"
personal,No,Christian (VOL.),Female,19,HS,Black or African-American,"Less than $10,000",Democrat,3,Georgia,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,50,Four year college,Black or African-American,"10 to under $20,000",Democrat,3,Georgia,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,52,Some College,White,"100 to under $150,000",Republican,2,Maryland,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Male,39,HS,Hispanic or Latino,"10 to under $20,000",Democrat,1,Ohio,"Yes, it will"
personal,Yes,Muslim (Islam),Female,34,HS,White,"20 to under $30,000",Independent,3,New York,"Yes, it will"
personal,Yes,Nothing in particular,Male,30,HS,White,"30 to under $40,000",No preference (VOL.),5,Georgia,"Yes, it will"
personal,No,Christian (VOL.),Male,22,HS,Black or African-American,"10 to under $20,000",Independent,1,Michigan,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,28,Some College,White,"Less than $10,000",No preference (VOL.),2,North Carolina,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,46,Some College,White,"$150,000 or more",Republican,4,New York,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,31,Some College,White,"50 to under $75,000",Democrat,3,New York,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,61,Some College,White,"40 to under $50,000",Independent,4,Michigan,"Yes, it will"
medicinal,No,Nothing in particular,Female,18,HS Incomplete,White,"75 to under $100,000",Republican,4,Michigan,"Yes, it will"
medicinal,No,Christian (VOL.),Female,38,Postgraduate Degree,White,"75 to under $100,000",Democrat,4,New York,"Yes, it will"
notlegal,No,Christian (VOL.),Male,55,Four year college,White,"50 to under $75,000",Republican,2,North Carolina,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,51,HS,White,"10 to under $20,000",Democrat,3,North Carolina,"Yes, it will"
personal,No,Atheist (do not believe in God),Male,71,HS,White,"20 to under $30,000",Independent,2,Ohio,"No, it will not"
medicinal,Yes,Buddhist,Female,52,Postgraduate Degree,Asian or Asian-American,"100 to under $150,000",Democrat,3,Maryland,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,49,Four year college,White,"$150,000 or more",Independent,3,New Jersey,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,36,Postgraduate Degree,Asian or Asian-American,"$150,000 or more",Independent,3,Virginia,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,62,Some College,White,"100 to under $150,000",Independent,2,Florida,"Yes, it will"
medicinal,No,Muslim (Islam),Female,26,HS,White,"20 to under $30,000",Republican,3,Connecticut,"Yes, it will"
personal,No,Agnostic (not sure if there is a God),Male,25,Four year college,White,"75 to under $100,000",Republican,5,Pennsylvania,"Yes, it will"
notlegal,No,Christian (VOL.),Male,35,HS,White,"30 to under $40,000",Democrat,4,Florida,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,61,Four year college,White,"$150,000 or more",Democrat,4,Virginia,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,35,HS Incomplete,Native American,"Less than $10,000",Democrat,1,Ohio,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,33,HS,White,"75 to under $100,000",Independent,2,Virginia,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,31,Associate Degree,Black or African-American,"20 to under $30,000",Independent,3,Michigan,"Yes, it will"
